id,rating,rank,results1,results2,results3,results4,results5,games,winrate,after_game_period
86,72.0,421.0,1.0,1.0,1.0,1.0,0.0,156.0,0.532051282051282,8.0
87,114.0,297.0,1.0,0.0,1.0,0.0,0.0,122.0,0.5491803278688525,23.0
88,63.0,417.0,1.0,0.0,0.0,0.0,0.0,24.0,0.2916666666666667,32.0
89,1600.0,22.0,1.0,0.0,1.0,1.0,1.0,717.0,0.7461645746164575,3.0
90,249.0,205.0,0.0,0.0,0.0,0.0,1.0,468.0,0.49572649572649574,1.0
91,63.0,492.0,1.0,1.0,1.0,0.0,1.0,261.0,0.4789272030651341,1.0
92,208.0,241.0,1.0,1.0,0.0,0.0,0.0,451.0,0.5011086474501109,25.0
93,,,,,,,,,,
94,56.0,463.0,0.0,0.0,0.0,0.0,0.0,58.0,0.29310344827586204,2244.0
95,147.0,241.0,0.0,0.0,1.0,0.0,0.0,87.0,0.4367816091954023,15.0
96,,,,,,,,,,
97,424.0,97.0,0.0,1.0,0.0,1.0,0.0,262.0,0.6030534351145038,22.0
98,64.0,476.0,0.0,1.0,0.0,0.0,0.0,437.0,0.5148741418764302,56.0
99,53.0,499.0,1.0,0.0,0.0,0.0,0.0,285.0,0.43508771929824563,110.0
100,324.0,118.0,0.0,1.0,0.0,1.0,1.0,26.0,0.46153846153846156,2.0
101,48.0,494.0,1.0,0.0,1.0,0.0,1.0,26.0,0.46153846153846156,1.0
102,,,,,,,,,,
103,,,,,,,,,,
104,,,,,,,,,,
105,73.0,376.0,0.0,0.0,0.0,0.0,0.0,36.0,0.4166666666666667,14.0
106,84.0,366.0,0.0,1.0,1.0,1.0,0.0,141.0,0.45390070921985815,8.0
107,,,,,,,,,,
108,,,,,,,,,,
109,,,,,,,1.0,1.0,1.0,1.0
110,117.0,305.0,0.0,0.0,1.0,0.0,0.0,256.0,0.46484375,7.0
111,109.0,323.0,0.0,1.0,1.0,0.0,0.0,197.0,0.47715736040609136,7.0
112,,,,,,,,,,
113,,,,,,,,,,
114,,,,,,,,,,
115,,,,,,0.0,1.0,2.0,0.5,161.0
116,63.0,479.0,0.0,0.0,0.0,0.0,0.0,427.0,0.5081967213114754,116.0
117,,,,,,,,,,
118,154.0,224.0,1.0,0.0,0.0,0.0,0.0,15.0,0.2,92.0
119,,,,,,,,,,
120,,,,,,,,,,
121,,,,,,,,,,
122,,,,,,,,,,
123,54.0,490.0,0.0,0.0,0.0,0.0,0.0,13.0,0.15384615384615385,385.0
124,,,,,,1.0,0.0,2.0,0.5,318.0
125,,,,0.0,0.0,0.0,0.0,4.0,0.0,364.0
126,,,,,,,,,,
127,,,,,,,,,,
128,,,,,,,,,,
129,,,,,,,,,,
130,,,,,,,,,,
131,,,,,,,,,,
132,194.0,184.0,1.0,1.0,0.0,0.0,1.0,8.0,0.5,2.0
133,,,,,,,0.0,1.0,0.0,3960.0
134,,,,,,,,,,
135,,,,,,,,,,
136,,,,,,0.0,1.0,2.0,0.5,1.0
137,67.0,396.0,0.0,0.0,0.0,0.0,0.0,10.0,0.2,119.0
138,,,,,,,,0.0,,
139,65.0,415.0,0.0,0.0,0.0,1.0,1.0,16.0,0.25,1.0
140,,,,,,,,,,
141,,,,,,,,,,
142,,,,,,,,,,
143,,,,,,,,,,
144,,,,,,,,,,
145,83.0,389.0,1.0,1.0,1.0,0.0,0.0,167.0,0.5029940119760479,332.0
146,53.0,463.0,,,0.0,0.0,0.0,3.0,0.0,221.0
147,,,,,,,,,,
148,,,,,,,,,,
149,,,,,,,,0.0,,
150,55.0,482.0,1.0,0.0,0.0,0.0,0.0,12.0,0.25,821.0
151,,,,,,,,,,
152,148.0,299.0,1.0,0.0,0.0,1.0,0.0,329.0,0.49240121580547114,16.0
153,,,,,,,,0.0,,
154,,,,,,,,,,
155,,,,,,,,,,
156,,,,,,,,,,
157,170.0,208.0,0.0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,71.0
158,,,0.0,1.0,1.0,0.0,1.0,5.0,0.6,370.0
159,43.0,500.0,1.0,0.0,1.0,0.0,0.0,5.0,0.4,318.0
160,,,,,,,,,,
161,,,,,,,,,,
162,,,,,,,,,,
163,164.0,234.0,0.0,0.0,1.0,0.0,0.0,164.0,0.5060975609756098,27.0
164,,,,,,,,,,
165,76.0,377.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,113.0
166,51.0,437.0,,,0.0,0.0,0.0,3.0,0.0,245.0
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,,,,,,
170,,,,,,,,,,
171,,,,,0.0,0.0,1.0,3.0,0.3333333333333333,1.0
172,,,,,,,,,,
173,,,0.0,0.0,0.0,1.0,0.0,5.0,0.2,342.0
174,,,,,,,,,,
175,,,,,,,,,,
176,55.0,475.0,0.0,0.0,1.0,0.0,0.0,221.0,0.5248868778280543,15.0
177,53.0,451.0,0.0,1.0,1.0,0.0,0.0,19.0,0.5789473684210527,309.0
178,,,,,,,,,,
179,,,0.0,1.0,0.0,0.0,0.0,25.0,0.08,22.0
180,,,,,,,,,,
181,53.0,456.0,0.0,0.0,0.0,0.0,0.0,8.0,0.125,266.0
182,,,,,,,,,,
183,,,,,,,,,,
184,,,,,,,,,,
185,,,,,,,,,,
186,,,,,,,,0.0,,
187,,,,,,,,,,
188,,,,,,,,,,
189,45.0,500.0,0.0,0.0,0.0,0.0,0.0,38.0,0.2631578947368421,57.0
190,,,,,,,,,,
191,,,,,,,,,,
192,,,,,,,,0.0,,
193,47.0,470.0,0.0,0.0,0.0,0.0,1.0,9.0,0.2222222222222222,1.0
194,45.0,493.0,0.0,1.0,0.0,0.0,0.0,11.0,0.36363636363636365,1092.0
195,,,,,,,,,,
196,,,,,,,,,,
197,,,,,,,,,,
198,83.0,355.0,0.0,0.0,0.0,0.0,0.0,20.0,0.4,49.0
200,79.0,386.0,1.0,0.0,0.0,0.0,0.0,38.0,0.42105263157894735,7.0
201,,,,,,,,,,
202,,,,,,,,,,
203,,,,,,,,,,
204,,,,,,,,,,
205,,,1.0,1.0,0.0,1.0,0.0,25.0,0.56,363.0
206,88.0,312.0,,,,,1.0,1.0,1.0,1.0
207,,,,,,,,,,
208,,,,,,,,,,
209,77.0,357.0,,,,,0.0,1.0,0.0,299.0
211,,,,,,,,,,
212,376.0,145.0,1.0,1.0,1.0,0.0,0.0,350.0,0.5685714285714286,7.0
213,,,,,,,,,,
214,,,,,,,,,,
215,,,,,,,,,,
216,,,,,,,,,,
217,66.0,451.0,1.0,0.0,0.0,0.0,0.0,120.0,0.45,5.0
218,,,,,,,,,,
219,,,,,,,,,,
220,,,,,,,,,,
221,102.0,326.0,0.0,1.0,0.0,1.0,1.0,208.0,0.4807692307692308,1.0
222,,,,,,,,,,
223,,,,,,,,,,
224,,,,,,,,,,
225,,,,,,,,,,
226,,,,,,,,0.0,,
227,,,,,,,,,,
228,,,,,,,,,,
229,,,,,,,,0.0,,
230,,,,,,,,,,
231,,,,,,,,,,
232,,,,,,,,,,
233,,,,,,,,,,
234,,,,,,,,,,
235,,,,,,,,,,
236,,,,,,,,,,
237,,,,,,,,,,
238,51.0,464.0,0.0,1.0,0.0,1.0,1.0,9.0,0.3333333333333333,1.0
239,86.0,344.0,1.0,0.0,1.0,0.0,0.0,8.0,0.25,154.0
240,,,,,,,,,,
241,,,,,,,,0.0,,
242,,,,,,,,,,
243,,,,,,,,,,
244,,,,,,,,,,
245,,,,,,,,,,
246,,,,,,,,,,
247,,,,,,,,,,
248,,,,,,,,0.0,,
249,,,,,,,0.0,1.0,0.0,2065.0
250,,,,,,,,,,
251,,,,,,,,0.0,,
252,81.0,371.0,1.0,0.0,0.0,0.0,0.0,51.0,0.37254901960784315,154.0
253,,,,,,,,,,
254,51.0,455.0,,,,0.0,0.0,2.0,0.0,0.0
255,,,,,,,,,,
256,59.0,499.0,1.0,0.0,0.0,0.0,0.0,279.0,0.44086021505376344,55.0
257,73.0,401.0,,,,,,0.0,,
258,,,,,,,,,,
259,,,,,,,,,,
260,,,,,,,,,,
261,,,,,,,,,,
262,,,,,,,,,,
263,47.0,494.0,1.0,1.0,0.0,0.0,0.0,79.0,0.4810126582278481,252.0
264,,,,,,,,,,
265,,,,,,,,,,
266,51.0,471.0,0.0,0.0,0.0,1.0,0.0,22.0,0.3181818181818182,271.0
267,,,,1.0,1.0,0.0,0.0,4.0,0.5,262.0
268,,,,,,,,,,
269,52.0,448.0,0.0,0.0,1.0,0.0,1.0,38.0,0.42105263157894735,2.0
270,,,,,,,,0.0,,
271,,,,,,,,,,
272,,,,0.0,0.0,1.0,0.0,4.0,0.25,9.0
273,95.0,336.0,,,,1.0,0.0,2.0,0.5,62.0
274,,,,,,,,,,
275,42.0,497.0,0.0,0.0,1.0,1.0,0.0,8.0,0.5,285.0
276,,,,,0.0,0.0,1.0,3.0,0.3333333333333333,1.0
277,,,,,,,,,,
278,58.0,468.0,0.0,0.0,1.0,0.0,0.0,241.0,0.45228215767634855,177.0
279,,,,,,,,,,
280,174.0,223.0,0.0,0.0,0.0,0.0,0.0,36.0,0.3333333333333333,13.0
281,,,,,,,,,,
282,,,,,,,,,,
283,112.0,317.0,1.0,1.0,0.0,1.0,0.0,119.0,0.5042016806722689,74.0
284,,,,,,,,,,
285,,,,,,,,,,
286,14.0,880.0,0.0,1.0,1.0,1.0,0.0,265.0,0.4377358490566038,340.0
287,,,,,,,,,,
288,485.0,83.0,1.0,0.0,0.0,0.0,0.0,315.0,0.5777777777777777,11.0
289,,,,,,,,,,
290,,,,,,,,,,
291,,,,,,,,,,
292,,,,,,,,,,
293,,,,,,,,,,
294,,,,,,,,,,
295,,,,,,,,,,
296,,,,,,,,0.0,,
297,,,,,,,,,,
298,,,,,,,,,,
299,,,,,,,,,,
300,,,,,,,,,,
301,67.0,427.0,0.0,0.0,1.0,0.0,1.0,78.0,0.4358974358974359,1.0
302,,,,,,1.0,1.0,2.0,1.0,1.0
303,,,,,,,,,,
304,,,,,,,,,,
305,46.0,487.0,1.0,0.0,0.0,1.0,1.0,5.0,0.6,555.0
306,,,,,,,,,,
307,,,,,,,,,,
308,,,,,,,,,,
309,,,,,,,,,,
310,,,,,,,,,,
311,54.0,441.0,,,0.0,1.0,0.0,3.0,0.3333333333333333,45.0
312,137.0,412.0,0.0,1.0,0.0,0.0,0.0,150.0,0.44,63.0
313,,,,,,,,,,
314,,,,,,,,,,
315,,,,,,,,,,
316,56.0,478.0,0.0,0.0,0.0,1.0,0.0,92.0,0.41304347826086957,54.0
317,,,,,,,,0.0,,
318,48.0,495.0,0.0,1.0,0.0,0.0,0.0,39.0,0.38461538461538464,369.0
319,,,,,,,,,,
320,,,,,,,,,,
321,,,,,,,,,,
322,,,,,1.0,0.0,1.0,3.0,0.6666666666666666,1.0
323,52.0,500.0,0.0,0.0,0.0,0.0,0.0,97.0,0.4329896907216495,39.0
324,52.0,460.0,0.0,0.0,1.0,0.0,0.0,13.0,0.15384615384615385,21.0
325,,,,,,,,,,
326,,,,,,,,,,
327,,,,,,,,,,
328,55.0,485.0,0.0,0.0,0.0,1.0,0.0,13.0,0.15384615384615385,381.0
329,,,,,,,,,,
330,,,,,,,,0.0,,
331,56.0,479.0,0.0,0.0,1.0,0.0,0.0,214.0,0.45794392523364486,701.0
332,,,,,,,,,,
333,,,,,,,,,,
334,,,,,,,,,,
335,,,,,,,,,,
336,,,,,,,,,,
337,,,,,,,,,,
338,,,,,,,,,,
339,,,,,,,,,,
340,,,,,,,,,,
341,,,,,,,,,,
342,,,,,,,,,,
343,,,,,,,,,,
345,,,,,,,,,,
346,,,,,,,,,,
347,,,,,,,,,,
348,,,,,,,,0.0,,
349,,,,,,,,,,
350,,,,,,,,,,
351,,,,,,,,,,
352,44.0,490.0,,,,,0.0,1.0,0.0,169.0
353,,,,,,,,,,
354,,,,,,,,,,
355,,,,,,,,,,
356,,,,,,,,,,
357,,,,,,,,,,
358,57.0,452.0,0.0,0.0,1.0,0.0,0.0,62.0,0.3387096774193548,301.0
359,81.0,383.0,1.0,0.0,1.0,0.0,1.0,62.0,0.45161290322580644,2.0
360,,,,,,,,,,
361,52.0,489.0,0.0,1.0,1.0,0.0,0.0,121.0,0.4462809917355372,364.0
362,,,,,,,,,,
363,61.0,418.0,0.0,1.0,0.0,0.0,1.0,8.0,0.375,2.0
364,,,,,,,,,,
365,,,,,,,,,,
366,171.0,229.0,0.0,0.0,0.0,0.0,0.0,49.0,0.4489795918367347,56.0
367,113.0,326.0,0.0,0.0,1.0,0.0,1.0,184.0,0.45108695652173914,1.0
368,,,,1.0,1.0,0.0,0.0,4.0,0.5,142.0
369,52.0,480.0,1.0,0.0,0.0,0.0,1.0,54.0,0.3888888888888889,18.0
370,,,,,,,,,,
371,,,,,,,,0.0,,
372,,,,,,,,,,
373,66.0,414.0,0.0,1.0,0.0,0.0,0.0,27.0,0.3333333333333333,117.0
374,,,0.0,0.0,0.0,0.0,1.0,7.0,0.14285714285714285,1.0
375,,,,,,,,,,
376,146.0,266.0,0.0,0.0,1.0,1.0,1.0,100.0,0.52,2.0
377,69.0,431.0,0.0,1.0,1.0,0.0,0.0,216.0,0.5509259259259259,277.0
378,,,,,,,,,,
379,,,,,,,,,,
380,,,,,,,,,,
381,,,,,,,,,,
382,48.0,496.0,0.0,0.0,0.0,0.0,0.0,37.0,0.35135135135135137,2750.0
383,,,,,,,,,,
384,,,,,,,,,,
386,,,,,,,,0.0,,
387,,,,,,,,,,
388,,,,,,,,,,
389,,,,,,,,,,
390,,,,,,,,,,
391,,,,,,,1.0,1.0,1.0,1.0
393,47.0,462.0,,0.0,0.0,0.0,1.0,4.0,0.25,1.0
394,,,,,,,,,,
395,,,,,,,,,,
396,59.0,470.0,0.0,1.0,0.0,0.0,0.0,226.0,0.5132743362831859,6.0
397,52.0,489.0,0.0,0.0,1.0,0.0,0.0,12.0,0.16666666666666666,2.0
398,,,,,,,,,,
399,,,,,,,,,,
400,,,,,,,,,,
401,25.0,800.0,1.0,0.0,0.0,1.0,1.0,245.0,0.49795918367346936,2.0
402,,,,,,,,,,
403,,,,,,,,,,
404,156.0,398.0,0.0,0.0,0.0,1.0,0.0,84.0,0.35714285714285715,96.0
405,68.0,388.0,,,,,,0.0,,
406,81.0,487.0,0.0,1.0,1.0,0.0,1.0,227.0,0.4845814977973568,1.0
407,,,,,,,,,,
408,,,,,,,,,,
409,,,,,,,,,,
410,,,,,,,,,,
411,51.0,465.0,0.0,1.0,0.0,0.0,1.0,24.0,0.5,518.0
412,,,,,,,,,,
413,,,,,,,0.0,1.0,0.0,4.0
414,,,,,,,,,,
415,100.0,447.0,1.0,1.0,1.0,0.0,1.0,344.0,0.4796511627906977,1.0
416,46.0,469.0,,,,0.0,0.0,2.0,0.0,0.0
417,,,,,,,,,,
418,,,,,,,1.0,1.0,1.0,0.0
419,,,,,,,,,,
420,106.0,330.0,0.0,0.0,0.0,1.0,0.0,41.0,0.36585365853658536,33.0
421,,,,,,,,,,
422,64.0,488.0,0.0,0.0,0.0,0.0,0.0,365.0,0.4602739726027397,98.0
423,,,,,,,,,,
424,52.0,486.0,0.0,0.0,1.0,0.0,0.0,172.0,0.4186046511627907,7.0
425,,,,,,,,,,
426,,,,,,,,,,
427,595.0,102.0,0.0,1.0,1.0,1.0,1.0,772.0,0.5971502590673575,2.0
428,43.0,487.0,,,,0.0,0.0,2.0,0.0,853.0
429,51.0,485.0,0.0,1.0,0.0,1.0,0.0,52.0,0.3269230769230769,368.0
430,55.0,477.0,1.0,0.0,0.0,0.0,1.0,107.0,0.4672897196261682,0.0
431,63.0,484.0,0.0,0.0,0.0,1.0,0.0,285.0,0.4842105263157895,43.0
432,,,,,,,,,,
433,,,,,,,,,,
434,,,,,,,,,,
435,261.0,182.0,0.0,1.0,1.0,0.0,1.0,319.0,0.5172413793103449,2.0
436,43.0,483.0,,,,,,0.0,,
437,90.0,429.0,0.0,0.0,0.0,0.0,0.0,279.0,0.4910394265232975,46.0
438,,,,,,,,,,
439,44.0,491.0,1.0,1.0,0.0,0.0,0.0,25.0,0.36,347.0
440,,,,,,,,,,
441,45.0,491.0,0.0,1.0,1.0,0.0,0.0,6.0,0.5,221.0
442,593.0,89.0,1.0,0.0,1.0,0.0,1.0,293.0,0.5733788395904437,2.0
443,41.0,498.0,,,,0.0,0.0,2.0,0.0,288.0
444,141.0,268.0,0.0,0.0,0.0,1.0,0.0,140.0,0.4857142857142857,6.0
445,,,,,,,,,,
447,,,,,,,,,,
448,,,,,,,0.0,1.0,0.0,502.0
449,51.0,486.0,1.0,0.0,0.0,0.0,1.0,10.0,0.5,1.0
450,52.0,479.0,0.0,0.0,1.0,0.0,1.0,54.0,0.46296296296296297,2.0
451,,,,,,,,,,
452,,,,,,,,,,
453,200.0,245.0,0.0,0.0,1.0,1.0,0.0,629.0,0.5707472178060413,1.0
454,,,,,,,,,,
455,,,,,,,1.0,1.0,1.0,2.0
456,68.0,436.0,0.0,1.0,1.0,1.0,0.0,83.0,0.5060240963855421,1371.0
457,55.0,482.0,1.0,1.0,0.0,1.0,1.0,6.0,0.6666666666666666,2.0
458,,,,,,,,,,
459,42.0,491.0,,,,,,0.0,,
460,,,,,,,,,,
461,,,,,,,,,,
462,47.0,483.0,,0.0,1.0,1.0,1.0,4.0,0.75,1.0
463,,,,,,,,,,
464,,,,,,,,,,
465,83.0,357.0,0.0,1.0,0.0,0.0,0.0,45.0,0.37777777777777777,120.0
466,,,,,,,,,,
467,,,,,,,,,,
468,1045.0,40.0,1.0,0.0,1.0,0.0,1.0,842.0,0.5344418052256532,1.0
469,168.0,274.0,0.0,0.0,1.0,1.0,0.0,653.0,0.5329249617151608,7.0
470,48.0,487.0,0.0,0.0,1.0,0.0,0.0,5.0,0.2,321.0
471,61.0,408.0,0.0,0.0,1.0,0.0,1.0,27.0,0.4074074074074074,1.0
472,45.0,499.0,1.0,0.0,0.0,0.0,0.0,38.0,0.23684210526315788,71.0
473,,,,,,,1.0,1.0,1.0,0.0
474,,,,,,,,,,
475,,,,,,,,,,
476,,,,,,,,,,
477,,,,,,,,,,
479,47.0,470.0,0.0,1.0,0.0,0.0,1.0,41.0,0.36585365853658536,42.0
480,,,,,,,,,,
481,,,,,,,,,,
482,,,,,,,,,,
483,,,,,,,,,,
484,82.0,399.0,0.0,0.0,1.0,1.0,0.0,285.0,0.543859649122807,2.0
485,,,,,,,,0.0,,
486,,,,,,,,,,
487,120.0,346.0,0.0,1.0,1.0,0.0,1.0,344.0,0.5232558139534884,1.0
488,553.0,100.0,0.0,1.0,0.0,1.0,0.0,626.0,0.6309904153354633,8.0
489,42.0,498.0,,,,,,0.0,,
490,,,,,,,,,,
491,60.0,472.0,1.0,1.0,0.0,0.0,0.0,150.0,0.4066666666666667,62.0
492,620.0,83.0,0.0,0.0,0.0,0.0,0.0,554.0,0.572202166064982,27.0
493,153.0,252.0,1.0,1.0,0.0,0.0,0.0,166.0,0.46987951807228917,7.0
494,39.0,500.0,,,,,,0.0,,
495,,,,,,,,,,
496,65.0,417.0,1.0,0.0,0.0,0.0,0.0,36.0,0.4166666666666667,853.0
497,72.0,477.0,1.0,1.0,0.0,0.0,0.0,336.0,0.4732142857142857,2.0
498,,,,,,,,,,
499,71.0,454.0,0.0,0.0,1.0,0.0,0.0,400.0,0.51,2.0
500,,,,,,,,,,
501,56.0,465.0,1.0,0.0,1.0,1.0,0.0,52.0,0.4807692307692308,29.0
502,47.0,496.0,0.0,1.0,1.0,1.0,0.0,13.0,0.46153846153846156,108.0
503,,,0.0,1.0,0.0,1.0,0.0,5.0,0.4,76.0
504,,,,,,,,,,
505,52.0,498.0,0.0,1.0,1.0,0.0,0.0,99.0,0.43434343434343436,1296.0
506,,,,,,,,,,
507,51.0,476.0,,,,0.0,0.0,2.0,0.0,322.0
508,50.0,491.0,0.0,0.0,0.0,1.0,0.0,112.0,0.4375,271.0
509,,,0.0,1.0,0.0,0.0,0.0,9.0,0.2222222222222222,3718.0
510,180.0,220.0,1.0,1.0,0.0,0.0,0.0,207.0,0.45893719806763283,109.0
511,,,,,,,,,,
512,,,,,,,,,,
513,55.0,484.0,1.0,1.0,1.0,0.0,0.0,24.0,0.375,0.0
514,,,,,,,,,,
515,220.0,221.0,0.0,0.0,1.0,1.0,0.0,511.0,0.649706457925636,26.0
